Name,Modality,Bodypart
D:\Intership\data\12893.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1790048-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (1369).jpg,CT,Abdominal
D:\Intership\data\15409.jpg,XRay,Hand
D:\Intership\data\Cyst- (506).jpg,CT,Abdominal
D:\Intership\data\10806.jpg,XRay,Hand
D:\Intership\data\Tumor- (1299).jpg,CT,Abdominal
D:\Intership\data\5303.jpg,XRay,Hand
D:\Intership\data\NORMAL-7033377-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (1415).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2276).jpg,CT,Abdominal
D:\Intership\data\15074.jpg,XRay,Hand
D:\Intership\data\N7_0_51.jpg,CT,Brain
D:\Intership\data\NORMAL-3168931-0001.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (59).jpg,CT,Brain
D:\Intership\data\Cancer (1369).jpg,CT,Brain
D:\Intership\data\Not Cancer  (99).jpg,CT,Brain
D:\Intership\data\3080.jpg,XRay,Hand
D:\Intership\data\N4_0_118.jpg,CT,Brain
D:\Intership\data\BACTERIA-6076468-0006.jpg,XRay,Chest
D:\Intership\data\BACTERIA-853038-0001.jpg,XRay,Chest
D:\Intership\data\3219.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1345487-0001.jpg,XRay,Chest
D:\Intership\data\1_0_55.jpg,CT,Brain
D:\Intership\data\20_0_29.jpg,CT,Brain
D:\Intership\data\Cyst- (1462).jpg,CT,Abdominal
D:\Intership\data\9010.jpg,XRay,Hand
D:\Intership\data\N1_0_51.jpg,CT,Brain
D:\Intership\data\Cyst- (2234).jpg,CT,Abdominal
D:\Intership\data\12001.jpg,XRay,Hand
D:\Intership\data\Normal- (809).jpg,CT,Abdominal
D:\Intership\data\000049 (9).jpg,CT,Chest
D:\Intership\data\Cancer (238).jpg,CT,Brain
D:\Intership\data\Normal- (3406).jpg,CT,Abdominal
D:\Intership\data\3438.jpg,XRay,Hand
D:\Intership\data\000031 (3).jpg,CT,Chest
D:\Intership\data\Cyst- (959).jpg,CT,Abdominal
D:\Intership\data\Normal- (4962).jpg,CT,Abdominal
D:\Intership\data\Normal- (1657).jpg,CT,Abdominal
D:\Intership\data\10347.jpg,XRay,Hand
D:\Intership\data\Normal- (4808).jpg,CT,Abdominal
D:\Intership\data\9427.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1741).jpg,CT,Brain
D:\Intership\data\14012.jpg,XRay,Hand
D:\Intership\data\Normal- (3600).jpg,CT,Abdominal
D:\Intership\data\Cancer (633).jpg,CT,Brain
D:\Intership\data\BACTERIA-9835318-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (3157).jpg,CT,Abdominal
D:\Intership\data\Normal- (5022).jpg,CT,Abdominal
D:\Intership\data\Normal- (2327).jpg,CT,Abdominal
D:\Intership\data\9_0_36.jpg,CT,Brain
D:\Intership\data\Normal- (2311).jpg,CT,Abdominal
D:\Intership\data\14132.jpg,XRay,Hand
D:\Intership\data\5372.jpg,XRay,Hand
D:\Intership\data\Tumor- (1888).jpg,CT,Abdominal
D:\Intership\data\Normal- (4376).jpg,CT,Abdominal
D:\Intership\data\Normal- (4720).jpg,CT,Abdominal
D:\Intership\data\2559.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (795).jpg,CT,Brain
D:\Intership\data\13521.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1875).jpg,CT,Brain
D:\Intership\data\N24_0_45.jpg,CT,Brain
D:\Intership\data\6223.jpg,XRay,Hand
D:\Intership\data\VIRUS-6835737-0001.jpg,XRay,Chest
D:\Intership\data\7_0_48.jpg,CT,Brain
D:\Intership\data\Not Cancer  (598).jpg,CT,Brain
D:\Intership\data\Cyst- (3006).jpg,CT,Abdominal
D:\Intership\data\NORMAL-974509-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (149).jpg,CT,Abdominal
D:\Intership\data\Cancer (2118).jpg,CT,Brain
D:\Intership\data\Normal- (4666).jpg,CT,Abdominal
D:\Intership\data\4951.jpg,XRay,Hand
D:\Intership\data\14147.jpg,XRay,Hand
D:\Intership\data\Cancer (1416).jpg,CT,Brain
D:\Intership\data\N9_0_97.jpg,CT,Brain
D:\Intership\data\Normal- (2111).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2064).jpg,CT,Abdominal
D:\Intership\data\N27_0_97.jpg,CT,Brain
D:\Intership\data\Cyst- (651).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2445).jpg,CT,Abdominal
D:\Intership\data\11293.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (992).jpg,CT,Brain
D:\Intership\data\4_0_46.jpg,CT,Brain
D:\Intership\data\Tumor- (99).jpg,CT,Abdominal
D:\Intership\data\VIRUS-923246-0003.jpg,XRay,Chest
D:\Intership\data\11_0_30.jpg,CT,Brain
D:\Intership\data\N3_0_222.jpg,CT,Brain
D:\Intership\data\Cyst- (758).jpg,CT,Abdominal
D:\Intership\data\Normal- (4558).jpg,CT,Abdominal
D:\Intership\data\Cancer (2039).jpg,CT,Brain
D:\Intership\data\N18_0_95.jpg,CT,Brain
D:\Intership\data\BACTERIA-5294818-0001.jpg,XRay,Chest
D:\Intership\data\Stone- (6).jpg,CT,Abdominal
D:\Intership\data\Cancer (2350).jpg,CT,Brain
D:\Intership\data\4263.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (55).jpg,CT,Brain
D:\Intership\data\Cyst- (3055).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-7847892-0002.jpg,XRay,Chest
D:\Intership\data\N18_0_182.jpg,CT,Brain
D:\Intership\data\BACTERIA-60241-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (1115).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1714).jpg,CT,Abdominal
D:\Intership\data\5040.jpg,XRay,Hand
D:\Intership\data\N27_0_84.jpg,CT,Brain
D:\Intership\data\Cyst- (1651).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2736).jpg,CT,Abdominal
D:\Intership\data\Normal- (3730).jpg,CT,Abdominal
D:\Intership\data\9336.jpg,XRay,Hand
D:\Intership\data\N3_0_166.jpg,CT,Brain
D:\Intership\data\8210.jpg,XRay,Hand
D:\Intership\data\BACTERIA-9176919-0010.jpg,XRay,Chest
D:\Intership\data\4_0_122.jpg,CT,Brain
D:\Intership\data\14402.jpg,XRay,Hand
D:\Intership\data\9734.jpg,XRay,Hand
D:\Intership\data\Cancer (373).jpg,CT,Brain
D:\Intership\data\5254.jpg,XRay,Hand
D:\Intership\data\Cancer (2036).jpg,CT,Brain
D:\Intership\data\Cancer (116).jpg,CT,Brain
D:\Intership\data\NORMAL-9739016-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (221).jpg,CT,Abdominal
D:\Intership\data\Stone- (115).jpg,CT,Abdominal
D:\Intership\data\N26_0_20.jpg,CT,Brain
D:\Intership\data\15292.jpg,XRay,Hand
D:\Intership\data\3261.jpg,XRay,Hand
D:\Intership\data\N4_0_47.jpg,CT,Brain
D:\Intership\data\7758.jpg,XRay,Hand
D:\Intership\data\Cancer (903).jpg,CT,Brain
D:\Intership\data\Normal- (2802).jpg,CT,Abdominal
D:\Intership\data\IMG-0002-00157.jpg,CT,Brain
D:\Intership\data\Cyst- (862).jpg,CT,Abdominal
D:\Intership\data\Stone- (1358).jpg,CT,Abdominal
D:\Intership\data\6829.jpg,XRay,Hand
D:\Intership\data\8907.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3320644-0001.jpg,XRay,Chest
D:\Intership\data\N2_0_233.jpg,CT,Brain
D:\Intership\data\5675.jpg,XRay,Hand
D:\Intership\data\Cyst- (2171).jpg,CT,Abdominal
D:\Intership\data\N2_0_24.jpg,CT,Brain
D:\Intership\data\N1_0_190.jpg,CT,Brain
D:\Intership\data\Normal- (2417).jpg,CT,Abdominal
D:\Intership\data\Cyst- (918).jpg,CT,Abdominal
D:\Intership\data\Normal- (2706).jpg,CT,Abdominal
D:\Intership\data\9.JPG,CT,Brain
D:\Intership\data\Cancer (2267).jpg,CT,Brain
D:\Intership\data\Tumor- (1075).jpg,CT,Abdominal
D:\Intership\data\N1_0_177.jpg,CT,Brain
D:\Intership\data\9659.jpg,XRay,Hand
D:\Intership\data\N27_0_137.jpg,CT,Brain
D:\Intership\data\12886.jpg,XRay,Hand
D:\Intership\data\12016.jpg,XRay,Hand
D:\Intership\data\Normal- (3585).jpg,CT,Abdominal
D:\Intership\data\10390.jpg,XRay,Hand
D:\Intership\data\14617.jpg,XRay,Hand
D:\Intership\data\N3_0_84.jpg,CT,Brain
D:\Intership\data\N1_0_114.jpg,CT,Brain
D:\Intership\data\14739.jpg,XRay,Hand
D:\Intership\data\N26_0_103.jpg,CT,Brain
D:\Intership\data\N4_0_22.jpg,CT,Brain
D:\Intership\data\IMG-0002-00031.jpg,CT,Brain
D:\Intership\data\Not Cancer  (84).jpg,CT,Brain
D:\Intership\data\16 - Copy (3).jpg,CT,Chest
D:\Intership\data\Tumor- (1776).jpg,CT,Abdominal
D:\Intership\data\9796.jpg,XRay,Hand
D:\Intership\data\VIRUS-1541494-0002.jpg,XRay,Chest
D:\Intership\data\Not Cancer  (1919).jpg,CT,Brain
D:\Intership\data\Normal- (1849).jpg,CT,Abdominal
D:\Intership\data\7959.jpg,XRay,Hand
D:\Intership\data\Cancer (1358).jpg,CT,Brain
D:\Intership\data\Cyst- (324).jpg,CT,Abdominal
D:\Intership\data\Cyst- (3064).jpg,CT,Abdominal
D:\Intership\data\Cyst- (2072).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-1251753-0003.jpg,XRay,Chest
D:\Intership\data\Tumor- (1755).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1199).jpg,CT,Brain
D:\Intership\data\Cancer (1474).jpg,CT,Brain
D:\Intership\data\Normal- (978).jpg,CT,Abdominal
D:\Intership\data\8685.jpg,XRay,Hand
D:\Intership\data\Tumor- (8).jpg,CT,Abdominal
D:\Intership\data\20_0_69.jpg,CT,Brain
D:\Intership\data\11291.jpg,XRay,Hand
D:\Intership\data\Cyst- (2212).jpg,CT,Abdominal
D:\Intership\data\10431.jpg,XRay,Hand
D:\Intership\data\IMG-0001-00045.jpg,CT,Brain
D:\Intership\data\Tumor- (494).jpg,CT,Abdominal
D:\Intership\data\Cancer (144).jpg,CT,Brain
D:\Intership\data\Normal- (5009).jpg,CT,Abdominal
D:\Intership\data\4_0_27.jpg,CT,Brain
D:\Intership\data\Normal- (450).jpg,CT,Abdominal
D:\Intership\data\8140.jpg,XRay,Hand
D:\Intership\data\6458.jpg,XRay,Hand
D:\Intership\data\14213.jpg,XRay,Hand
D:\Intership\data\13463.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (411).jpg,CT,Brain
D:\Intership\data\Cyst- (216).jpg,CT,Abdominal
D:\Intership\data\2353.jpg,XRay,Hand
D:\Intership\data\Tumor- (468).jpg,CT,Abdominal
D:\Intership\data\12141.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1453618-0001.jpg,XRay,Chest
D:\Intership\data\JPCLN008.jpg,XRay,Chest
D:\Intership\data\Tumor- (819).jpg,CT,Abdominal
D:\Intership\data\Normal- (668).jpg,CT,Abdominal
D:\Intership\data\1905.jpg,XRay,Hand
D:\Intership\data\VIRUS-3884102-0002.jpg,XRay,Chest
D:\Intership\data\Cyst- (755).jpg,CT,Abdominal
D:\Intership\data\Tumor- (2195).jpg,CT,Abdominal
D:\Intership\data\VIRUS-9650028-0001.jpg,XRay,Chest
D:\Intership\data\1987.jpg,XRay,Hand
D:\Intership\data\Cyst- (393).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1239).jpg,CT,Abdominal
D:\Intership\data\N16_0_68.jpg,CT,Brain
D:\Intership\data\Cyst- (1164).jpg,CT,Abdominal
D:\Intership\data\Stone- (1075).jpg,CT,Abdominal
D:\Intership\data\11_0_177.jpg,CT,Brain
D:\Intership\data\Normal- (2695).jpg,CT,Abdominal
D:\Intership\data\13753.jpg,XRay,Hand
D:\Intership\data\Tumor- (2236).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-6972034-0001.jpg,XRay,Chest
D:\Intership\data\BACTERIA-9130179-0001.jpg,XRay,Chest
D:\Intership\data\21.JPG,CT,Brain
D:\Intership\data\Normal- (3904).jpg,CT,Abdominal
D:\Intership\data\5843.jpg,XRay,Hand
D:\Intership\data\6035.jpg,XRay,Hand
D:\Intership\data\Normal- (3099).jpg,CT,Abdominal
D:\Intership\data\9135.jpg,XRay,Hand
D:\Intership\data\Cyst- (106).jpg,CT,Abdominal
D:\Intership\data\8972.jpg,XRay,Hand
D:\Intership\data\N17_0_145.jpg,CT,Brain
D:\Intership\data\N22_0_156.jpg,CT,Brain
D:\Intership\data\BACTERIA-734967-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (81).jpg,CT,Abdominal
D:\Intership\data\Normal- (3604).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1341).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-7267753-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (4970).jpg,CT,Abdominal
D:\Intership\data\17_0_196.jpg,CT,Brain
D:\Intership\data\Tumor- (400).jpg,CT,Abdominal
D:\Intership\data\VIRUS-9934736-0003.jpg,XRay,Chest
D:\Intership\data\Cancer (2393).jpg,CT,Brain
D:\Intership\data\000017 (6).jpg,CT,Chest
D:\Intership\data\Cancer (686).jpg,CT,Brain
D:\Intership\data\N18_0_143.jpg,CT,Brain
D:\Intership\data\Normal- (1524).jpg,CT,Abdominal
D:\Intership\data\4635.jpg,XRay,Hand
D:\Intership\data\N15_0_68.jpg,CT,Brain
D:\Intership\data\Cyst- (2180).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-1083680-0006.jpg,XRay,Chest
D:\Intership\data\Normal- (3628).jpg,CT,Abdominal
D:\Intership\data\2_0_88.jpg,CT,Brain
D:\Intership\data\Cancer (2221).jpg,CT,Brain
D:\Intership\data\14295.jpg,XRay,Hand
D:\Intership\data\NORMAL-3624836-0001.jpg,XRay,Chest
D:\Intership\data\13965.jpg,XRay,Hand
D:\Intership\data\Normal- (2775).jpg,CT,Abdominal
D:\Intership\data\N8_0_12.jpg,CT,Brain
D:\Intership\data\Normal- (1429).jpg,CT,Abdominal
D:\Intership\data\4_0_141.jpg,CT,Brain
D:\Intership\data\1712.jpg,XRay,Hand
D:\Intership\data\14101.jpg,XRay,Hand
D:\Intership\data\3456.jpg,XRay,Hand
D:\Intership\data\Cancer (2295).jpg,CT,Brain
D:\Intership\data\Normal- (1879).jpg,CT,Abdominal
D:\Intership\data\2235.jpg,XRay,Hand
D:\Intership\data\Cyst- (3104).jpg,CT,Abdominal
D:\Intership\data\Normal- (1329).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2047959-0001.jpg,XRay,Chest
D:\Intership\data\12005.jpg,XRay,Hand
D:\Intership\data\Cyst- (134).jpg,CT,Abdominal
D:\Intership\data\5198.jpg,XRay,Hand
D:\Intership\data\NORMAL-7964343-0002.jpg,XRay,Chest
D:\Intership\data\N4_0_21.jpg,CT,Brain
D:\Intership\data\3232.jpg,XRay,Hand
D:\Intership\data\Normal- (341).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (1756).jpg,CT,Brain
D:\Intership\data\Cancer (1500).jpg,CT,Brain
D:\Intership\data\NORMAL-2451318-0001.jpg,XRay,Chest
D:\Intership\data\3987.jpg,XRay,Hand
D:\Intership\data\12742.jpg,XRay,Hand
D:\Intership\data\VIRUS-1213217-0003.jpg,XRay,Chest
D:\Intership\data\Cyst- (1153).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-5401887-0003.jpg,XRay,Chest
D:\Intership\data\Normal- (77).jpg,CT,Abdominal
D:\Intership\data\14333.jpg,XRay,Hand
D:\Intership\data\9099.jpg,XRay,Hand
D:\Intership\data\1_0_227.jpg,CT,Brain
D:\Intership\data\ID_0036_AGE_0074_CONTRAST_1_CT.jpg,CT,Chest
D:\Intership\data\Normal- (421).jpg,CT,Abdominal
D:\Intership\data\N3_0_291.jpg,CT,Brain
D:\Intership\data\20_0_110.jpg,CT,Brain
D:\Intership\data\12585.jpg,XRay,Hand
D:\Intership\data\11931.jpg,XRay,Hand
D:\Intership\data\NORMAL-9175762-0002.jpg,XRay,Chest
D:\Intership\data\l4.jpg,CT,Chest
D:\Intership\data\Cyst- (787).jpg,CT,Abdominal
D:\Intership\data\Normal- (3479).jpg,CT,Abdominal
D:\Intership\data\N13_0_15.jpg,CT,Brain
D:\Intership\data\10165.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1234).jpg,CT,Brain
D:\Intership\data\1846.jpg,XRay,Hand
D:\Intership\data\Cancer (1730).jpg,CT,Brain
D:\Intership\data\15329.jpg,XRay,Hand
D:\Intership\data\NORMAL-9467271-0002.jpg,XRay,Chest
D:\Intership\data\NORMAL-4798472-0001.jpg,XRay,Chest
D:\Intership\data\VIRUS-5284146-0003.jpg,XRay,Chest
D:\Intership\data\JPCNN060.jpg,XRay,Chest
D:\Intership\data\5598.jpg,XRay,Hand
D:\Intership\data\N2_0_160.jpg,CT,Brain
D:\Intership\data\Normal- (558).jpg,CT,Abdominal
D:\Intership\data\Cancer (202).jpg,CT,Brain
D:\Intership\data\BACTERIA-3371316-0001.jpg,XRay,Chest
D:\Intership\data\19_0_41.jpg,CT,Brain
D:\Intership\data\7574.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1690).jpg,CT,Brain
D:\Intership\data\6128.jpg,XRay,Hand
D:\Intership\data\N9_0_49.jpg,CT,Brain
D:\Intership\data\BACTERIA-9624424-0001.jpg,XRay,Chest
D:\Intership\data\Normal- (479).jpg,CT,Abdominal
D:\Intership\data\20 (2).jpg,CT,Chest
D:\Intership\data\N20_0_78.jpg,CT,Brain
D:\Intership\data\Cancer (1769).jpg,CT,Brain
D:\Intership\data\14_0_43.jpg,CT,Brain
D:\Intership\data\n7.jpg,CT,Chest
D:\Intership\data\000094 (2).jpg,CT,Chest
D:\Intership\data\Stone- (908).jpg,CT,Abdominal
D:\Intership\data\14631.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1777631-0003.jpg,XRay,Chest
D:\Intership\data\3315.jpg,XRay,Hand
D:\Intership\data\N13_0_80.jpg,CT,Brain
D:\Intership\data\14547.jpg,XRay,Hand
D:\Intership\data\8039.jpg,XRay,Hand
D:\Intership\data\Normal- (2772).jpg,CT,Abdominal
D:\Intership\data\Tumor- (1122).jpg,CT,Abdominal
D:\Intership\data\Normal- (2838).jpg,CT,Abdominal
D:\Intership\data\N1_0_234.jpg,CT,Brain
D:\Intership\data\10064.jpg,XRay,Hand
D:\Intership\data\10110.jpg,XRay,Hand
D:\Intership\data\NORMAL-7697532-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (357).jpg,CT,Abdominal
D:\Intership\data\N3_0_45.jpg,CT,Brain
D:\Intership\data\12733.jpg,XRay,Hand
D:\Intership\data\12217.jpg,XRay,Hand
D:\Intership\data\1_0_31.jpg,CT,Brain
D:\Intership\data\N26_0_34.jpg,CT,Brain
D:\Intership\data\Stone- (1241).jpg,CT,Abdominal
D:\Intership\data\VIRUS-3842946-0001.jpg,XRay,Chest
D:\Intership\data\N14_0_34.jpg,CT,Brain
D:\Intership\data\3381.jpg,XRay,Hand
D:\Intership\data\N11_0_129.jpg,CT,Brain
D:\Intership\data\Cancer (837).jpg,CT,Brain
D:\Intership\data\Cyst- (2564).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-5988773-0002.jpg,XRay,Chest
D:\Intership\data\Normal- (2520).jpg,CT,Abdominal
D:\Intership\data\ID_0009_AGE_0048_CONTRAST_1_CT.jpg,CT,Chest
D:\Intership\data\N7_0_82.jpg,CT,Brain
D:\Intership\data\Not Cancer  (1962).jpg,CT,Brain
D:\Intership\data\Normal- (4762).jpg,CT,Abdominal
D:\Intership\data\Cyst- (1827).jpg,CT,Abdominal
D:\Intership\data\NORMAL-824917-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (2062).jpg,CT,Abdominal
D:\Intership\data\10094.jpg,XRay,Hand
D:\Intership\data\10763.jpg,XRay,Hand
D:\Intership\data\BACTERIA-8738712-0010.jpg,XRay,Chest
D:\Intership\data\12002.jpg,XRay,Hand
D:\Intership\data\Normal- (4392).jpg,CT,Abdominal
D:\Intership\data\Normal- (3125).jpg,CT,Abdominal
D:\Intership\data\N16_0_59.jpg,CT,Brain
D:\Intership\data\Cyst- (2008).jpg,CT,Abdominal
D:\Intership\data\6336.jpg,XRay,Hand
D:\Intership\data\10335.jpg,XRay,Hand
D:\Intership\data\2253.jpg,XRay,Hand
D:\Intership\data\3039.jpg,XRay,Hand
D:\Intership\data\Stone- (1163).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-4590061-0003.jpg,XRay,Chest
D:\Intership\data\Cancer (1861).jpg,CT,Brain
D:\Intership\data\8996.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1083680-0017.jpg,XRay,Chest
D:\Intership\data\BACTERIA-4932029-0001.jpg,XRay,Chest
D:\Intership\data\8499.jpg,XRay,Hand
D:\Intership\data\13031.jpg,XRay,Hand
D:\Intership\data\Cancer (2309).jpg,CT,Brain
D:\Intership\data\Not Cancer  (110).jpg,CT,Brain
D:\Intership\data\Stone- (482).jpg,CT,Abdominal
D:\Intership\data\NORMAL-6943766-0003.jpg,XRay,Chest
D:\Intership\data\Tumor- (505).jpg,CT,Abdominal
D:\Intership\data\12308.jpg,XRay,Hand
D:\Intership\data\Normal- (550).jpg,CT,Abdominal
D:\Intership\data\16.JPG,CT,Chest
D:\Intership\data\JPCLN006.jpg,XRay,Chest
D:\Intership\data\4241.jpg,XRay,Hand
D:\Intership\data\9400.jpg,XRay,Hand
D:\Intership\data\Cancer (2331).jpg,CT,Brain
D:\Intership\data\10932.jpg,XRay,Hand
D:\Intership\data\3908.jpg,XRay,Hand
D:\Intership\data\BACTERIA-215369-0004.jpg,XRay,Chest
D:\Intership\data\3160.jpg,XRay,Hand
D:\Intership\data\Normal- (3487).jpg,CT,Abdominal
D:\Intership\data\14240.jpg,XRay,Hand
D:\Intership\data\BACTERIA-3326238-0001.jpg,XRay,Chest
D:\Intership\data\Tumor- (2217).jpg,CT,Abdominal
D:\Intership\data\13730.jpg,XRay,Hand
D:\Intership\data\11_0_121.jpg,CT,Brain
D:\Intership\data\Normal- (1850).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-2047959-0004.jpg,XRay,Chest
D:\Intership\data\4020.jpg,XRay,Hand
D:\Intership\data\Cyst- (3407).jpg,CT,Abdominal
D:\Intership\data\Tumor- (2200).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-3966302-0001.jpg,XRay,Chest
D:\Intership\data\N16_0_44.jpg,CT,Brain
D:\Intership\data\Not Cancer  (2071).jpg,CT,Brain
D:\Intership\data\8507.jpg,XRay,Hand
D:\Intership\data\3193.jpg,XRay,Hand
D:\Intership\data\3383.jpg,XRay,Hand
D:\Intership\data\JPCLN031.jpg,XRay,Chest
D:\Intership\data\4271.jpg,XRay,Hand
D:\Intership\data\Normal- (770).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-1083680-0013.jpg,XRay,Chest
D:\Intership\data\Tumor- (994).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (718).jpg,CT,Brain
D:\Intership\data\Cancer (1400).jpg,CT,Brain
D:\Intership\data\4678.jpg,XRay,Hand
D:\Intership\data\JPCLN123.jpg,XRay,Chest
D:\Intership\data\12981.jpg,XRay,Hand
D:\Intership\data\3079.jpg,XRay,Hand
D:\Intership\data\Stone- (1225).jpg,CT,Abdominal
D:\Intership\data\Normal- (100).jpg,CT,Abdominal
D:\Intership\data\5998.jpg,XRay,Hand
D:\Intership\data\Normal- (2355).jpg,CT,Abdominal
D:\Intership\data\8_0_95.jpg,CT,Brain
D:\Intership\data\Cyst- (3668).jpg,CT,Abdominal
D:\Intership\data\9817.jpg,XRay,Hand
D:\Intership\data\Cyst- (704).jpg,CT,Abdominal
D:\Intership\data\Normal- (353).jpg,CT,Abdominal
D:\Intership\data\VIRUS-6519345-0002.jpg,XRay,Chest
D:\Intership\data\1848.jpg,XRay,Hand
D:\Intership\data\6240.jpg,XRay,Hand
D:\Intership\data\10169.jpg,XRay,Hand
D:\Intership\data\Normal- (2339).jpg,CT,Abdominal
D:\Intership\data\4198.jpg,XRay,Hand
D:\Intership\data\3394.jpg,XRay,Hand
D:\Intership\data\5169.jpg,XRay,Hand
D:\Intership\data\13394.jpg,XRay,Hand
D:\Intership\data\2677.jpg,XRay,Hand
D:\Intership\data\Tumor- (1622).jpg,CT,Abdominal
D:\Intership\data\BACTERIA-6660769-0001.jpg,XRay,Chest
D:\Intership\data\Cyst- (1161).jpg,CT,Abdominal
D:\Intership\data\Normal- (3380).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (863).jpg,CT,Brain
D:\Intership\data\Cancer (442).jpg,CT,Brain
D:\Intership\data\13599.jpg,XRay,Hand
D:\Intership\data\3579.jpg,XRay,Hand
D:\Intership\data\Cancer (1811).jpg,CT,Brain
D:\Intership\data\N4_0_31.jpg,CT,Brain
D:\Intership\data\11411.jpg,XRay,Hand
D:\Intership\data\BACTERIA-8660561-0011.jpg,XRay,Chest
D:\Intership\data\Cyst- (2135).jpg,CT,Abdominal
D:\Intership\data\Tumor- (281).jpg,CT,Abdominal
D:\Intership\data\Not Cancer  (492).jpg,CT,Brain
D:\Intership\data\N15_0_46.jpg,CT,Brain
D:\Intership\data\6_0_97.jpg,CT,Brain
D:\Intership\data\11534.jpg,XRay,Hand
D:\Intership\data\Stone- (1197).jpg,CT,Abdominal
D:\Intership\data\3587.jpg,XRay,Hand
D:\Intership\data\14334.jpg,XRay,Hand
D:\Intership\data\BACTERIA-1546263-0003.jpg,XRay,Chest
D:\Intership\data\N15_0_78.jpg,CT,Brain
D:\Intership\data\Cyst- (1128).jpg,CT,Abdominal
D:\Intership\data\N5_0_94.jpg,CT,Brain
D:\Intership\data\7811.jpg,XRay,Hand
D:\Intership\data\9_0_68.jpg,CT,Brain
D:\Intership\data\Cancer (629).jpg,CT,Brain
D:\Intership\data\9676.jpg,XRay,Hand
D:\Intership\data\13719.jpg,XRay,Hand
D:\Intership\data\7342.jpg,XRay,Hand
D:\Intership\data\JPCNN031.jpg,XRay,Chest
D:\Intership\data\Tumor- (536).jpg,CT,Abdominal
D:\Intership\data\VIRUS-4241544-0004.jpg,XRay,Chest
D:\Intership\data\Normal- (2236).jpg,CT,Abdominal
D:\Intership\data\13897.jpg,XRay,Hand
D:\Intership\data\1613.jpg,XRay,Hand
D:\Intership\data\BACTERIA-9250380-0004.jpg,XRay,Chest
D:\Intership\data\Normal- (2871).jpg,CT,Abdominal
D:\Intership\data\2112.jpg,XRay,Hand
D:\Intership\data\NORMAL-1064313-0002.jpg,XRay,Chest
D:\Intership\data\2419.jpg,XRay,Hand
D:\Intership\data\3327.jpg,XRay,Hand
D:\Intership\data\Not Cancer  (1765).jpg,CT,Brain
D:\Intership\data\Tumor- (2156).jpg,CT,Abdominal
D:\Intership\data\10559.jpg,XRay,Hand
D:\Intership\data\Normal- (4332).jpg,CT,Abdominal
D:\Intership\data\4947.jpg,XRay,Hand
D:\Intership\data\9138.jpg,XRay,Hand
D:\Intership\data\9284.jpg,XRay,Hand
D:\Intership\data\Normal- (3367).jpg,CT,Abdominal
D:\Intership\data\Normal- (1731).jpg,CT,Abdominal
D:\Intership\data\N1_0_87.jpg,CT,Brain
D:\Intership\data\BACTERIA-8324394-0008.jpg,XRay,Chest
D:\Intership\data\Cancer (678).jpg,CT,Brain
